location_id,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0,13.743409,100.495865,4.0,0,GMT,GMT
1,18.80492,99.02655,313.0,0,GMT,GMT
2,19.9297,99.8002,397.0,0,GMT,GMT
3,19.578207,97.96223,1141.0,0,GMT,GMT
4,7.908612,98.37031,6.0,0,GMT,GMT
5,8.04921,98.92308,36.0,0,GMT,GMT
6,9.525483,100.02611,443.0,0,GMT,GMT
7,10.087873,99.85977,148.0,0,GMT,GMT
8,12.899824,100.953674,13.0,0,GMT,GMT
9,12.54833,99.92767,11.0,0,GMT,GMT
10,14.376099,100.583336,6.0,0,GMT,GMT

location_id,time,temperature_2m_max (°F),temperature_2m_min (°F),precipitation_sum (inch),relative_humidity_2m_mean (%),temperature_2m_mean (°F),rain_sum (inch),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h)
5,2025-06-24,86.2,74.0,0.268,86,79.1,0.268,10.7,28.0
5,2025-06-25,87.4,75.2,0.000,83,81.8,0.000,7.3,18.3
5,2025-06-26,87.9,76.5,0.016,85,81.5,0.016,7.3,19.7
5,2025-06-27,86.5,75.1,0.378,89,79.7,0.378,7.9,22.1
5,2025-06-28,87.0,76.2,0.035,81,81.8,0.035,8.7,20.8
5,2025-06-29,87.4,77.0,0.083,79,83.1,0.083,9.2,22.4
5,2025-06-30,89.2,80.5,0.008,73,84.3,0.008,10.2,24.6
5,2025-07-01,85.2,77.3,0.205,83,80.8,0.205,9.2,25.9
5,2025-07-02,87.3,74.8,0.441,85,80.4,0.441,13.0,29.8
5,2025-07-03,87.7,74.8,0.024,81,82.7,0.024,11.6,25.7
5,2025-07-04,88.3,79.9,0.012,77,83.5,0.012,11.7,26.2
5,2025-07-05,87.3,77.4,0.181,85,81.4,0.181,11.6,29.1
5,2025-07-06,88.3,75.6,0.425,79,82.6,0.425,15.6,36.0
5,2025-07-07,87.8,75.7,1.004,84,80.8,1.004,12.2,27.3
5,2025-07-08,85.1,75.8,0.264,87,80.0,0.264,9.2,21.7
5,2025-07-09,87.3,78.0,0.031,84,82.3,0.031,9.2,21.0
5,2025-07-10,88.8,78.3,0.083,77,83.0,0.083,12.6,28.6
5,2025-07-11,87.6,79.4,0.043,79,82.5,0.043,13.3,34.4
5,2025-07-12,86.4,77.0,0.709,86,81.1,0.709,12.5,28.9
5,2025-07-13,88.2,79.0,0.079,79,83.1,0.079,13.4,29.8
5,2025-07-14,85.4,76.0,0.370,83,81.5,0.370,10.6,25.9
5,2025-07-15,82.9,75.9,1.067,91,79.0,1.067,11.0,25.7
5,2025-07-16,86.0,76.6,0.272,85,81.0,0.272,13.2,28.9
5,2025-07-17,88.1,78.4,0.035,82,82.6,0.035,7.6,18.6
5,2025-07-18,87.5,79.0,0.000,80,83.1,0.000,9.9,23.5
5,2025-07-19,88.0,79.3,0.008,80,83.3,0.008,8.1,23.3
5,2025-07-20,85.5,79.5,0.197,81,82.6,0.197,11.1,29.8
5,2025-07-21,88.2,82.0,0.004,74,84.2,0.004,13.6,29.5
5,2025-07-22,88.1,81.6,0.000,76,84.3,0.000,14.2,34.7
5,2025-07-23,88.0,80.3,0.004,75,83.9,0.004,14.4,31.5
5,2025-07-24,88.9,79.3,0.004,76,83.6,0.004,11.8,26.8
5,2025-07-25,89.2,80.1,0.016,77,83.8,0.016,12.8,28.4
5,2025-07-26,88.3,80.1,0.016,77,84.0,0.016,13.2,29.5
5,2025-07-27,88.4,80.8,0.031,76,83.9,0.031,12.6,29.1
5,2025-07-28,88.0,82.0,0.031,73,84.5,0.031,11.6,26.4
5,2025-07-29,89.4,81.2,0.000,75,84.7,0.000,11.3,25.9
5,2025-07-30,90.1,79.3,0.000,76,84.4,0.000,13.0,28.4
5,2025-07-31,90.4,77.2,0.016,82,83.4,0.016,6.3,18.8
5,2025-08-01,90.1,77.3,0.063,80,83.8,0.063,11.0,26.6
5,2025-08-02,87.4,75.6,1.488,89,80.8,1.488,8.6,21.5
5,2025-08-03,87.8,76.0,0.213,81,82.4,0.213,8.3,20.8
5,2025-08-04,89.3,80.3,0.012,77,84.3,0.012,10.1,25.1
5,2025-08-05,90.1,76.2,0.028,74,84.1,0.028,9.2,23.5
5,2025-08-06,86.3,73.5,0.665,87,79.3,0.665,9.6,25.9
5,2025-08-07,85.9,74.8,0.256,84,80.8,0.256,8.3,20.6
5,2025-08-08,87.0,76.2,0.083,82,81.7,0.083,7.9,19.7
5,2025-08-09,89.0,77.5,0.047,74,83.4,0.047,8.6,21.0
5,2025-08-10,88.3,77.6,0.043,75,82.9,0.043,12.0,28.2
5,2025-08-11,83.8,76.1,0.311,85,79.3,0.311,10.6,25.9
5,2025-08-12,83.3,75.4,0.543,85,79.6,0.543,13.2,30.0
5,2025-08-13,85.7,77.5,0.004,81,81.6,0.004,8.5,23.9
5,2025-08-14,85.3,75.5,0.378,86,79.5,0.378,10.6,27.1
5,2025-08-15,80.0,75.9,0.319,90,78.2,0.319,12.8,25.3
5,2025-08-16,83.3,74.3,0.130,86,78.9,0.130,8.8,26.4
5,2025-08-17,87.5,74.6,0.000,80,81.8,0.000,6.9,18.8
5,2025-08-18,88.3,75.7,0.016,80,82.3,0.016,7.5,18.8
5,2025-08-19,89.2,77.1,0.000,78,82.4,0.000,8.6,20.1
5,2025-08-20,88.1,76.3,0.075,80,81.8,0.075,8.0,19.9
5,2025-08-21,85.8,74.5,0.705,89,78.3,0.705,9.0,24.2
5,2025-08-22,81.5,73.9,0.555,89,77.8,0.555,10.8,23.9
5,2025-08-23,88.3,76.7,0.020,78,81.7,0.020,12.9,30.2
5,2025-08-24,86.6,76.9,0.094,76,82.1,0.094,13.5,31.3
5,2025-08-25,83.8,76.3,0.268,86,79.6,0.268,13.3,30.2
5,2025-08-26,87.7,76.6,0.035,84,80.8,0.035,8.8,23.9
5,2025-08-27,87.9,75.2,0.087,83,81.1,0.087,9.5,23.7
5,2025-08-28,82.1,76.3,0.417,88,79.3,0.417,12.9,26.6
5,2025-08-29,88.2,75.9,0.055,78,82.2,0.055,13.2,29.1
5,2025-08-30,84.3,76.1,0.602,89,78.9,0.602,12.8,32.9
5,2025-08-31,82.9,73.9,1.055,88,79.0,1.055,15.1,32.2
5,2025-09-01,83.0,75.5,0.642,89,79.1,0.642,14.1,35.1
5,2025-09-02,86.8,74.8,0.126,84,81.1,0.126,10.1,26.6
5,2025-09-03,82.4,75.3,0.579,90,79.0,0.579,10.8,27.1
5,2025-09-04,79.7,76.2,1.291,95,77.5,1.291,9.1,20.6
5,2025-09-05,82.9,77.1,0.181,87,79.8,0.181,11.2,26.4
5,2025-09-06,87.3,75.8,0.343,84,80.7,0.343,13.5,30.2
5,2025-09-07,83.6,75.3,0.673,88,79.7,0.673,9.0,21.5
5,2025-09-08,84.5,76.4,0.614,91,79.1,0.614,10.3,23.0
5,2025-09-09,83.6,75.4,0.299,86,79.2,0.299,5.3,14.3
5,2025-09-10,86.3,76.3,0.043,83,80.6,0.043,8.3,21.0
5,2025-09-11,85.5,76.4,0.047,84,80.5,0.047,11.3,26.8
5,2025-09-12,84.2,75.1,0.520,91,78.4,0.520,9.7,23.5
5,2025-09-13,83.1,75.2,0.319,90,78.6,0.319,7.5,16.6
5,2025-09-14,82.0,75.3,0.602,91,78.3,0.602,7.9,19.7
5,2025-09-15,83.1,74.1,0.079,88,78.7,0.079,9.9,23.5
5,2025-09-16,86.9,75.7,0.047,82,81.4,0.047,10.4,22.8
5,2025-09-17,87.3,75.4,0.429,85,80.6,0.429,10.8,27.5
5,2025-09-18,82.6,76.8,0.441,89,79.0,0.441,13.0,29.5
5,2025-09-19,87.5,79.2,0.063,76,82.8,0.063,12.5,27.7
5,2025-09-20,87.8,79.5,0.020,76,83.2,0.020,11.4,25.5
5,2025-09-21,88.1,77.0,0.012,78,82.2,0.012,9.2,21.5
5,2025-09-22,87.7,78.3,0.047,79,82.5,0.047,8.8,21.0
5,2025-09-23,87.4,80.0,0.016,76,83.3,0.016,11.0,24.6
5,2025-09-24,88.1,81.1,0.043,73,83.6,0.043,14.7,33.6
5,2025-09-25,88.3,78.5,0.130,77,83.0,0.130,13.7,34.2
5,2025-09-26,85.8,78.4,0.047,82,81.8,0.047,7.9,23.5
5,2025-09-27,87.3,77.0,0.012,82,81.1,0.012,11.2,27.3
5,2025-09-28,85.4,74.6,1.039,90,78.3,1.039,11.7,28.2
5,2025-09-29,79.3,75.0,0.925,94,77.0,0.925,14.0,26.6
5,2025-09-30,84.7,73.3,0.610,87,79.3,0.610,6.7,21.9
5,2025-10-01,87.6,74.2,0.016,84,80.0,0.016,5.4,12.8
5,2025-10-02,89.1,73.7,0.217,86,80.2,0.217,8.5,17.9
5,2025-10-03,87.9,74.1,0.075,87,79.7,0.075,7.1,15.4
5,2025-10-04,82.9,76.3,0.315,87,79.3,0.315,7.4,17.0
5,2025-10-05,88.7,77.8,0.000,78,82.4,0.000,9.1,20.8
5,2025-10-06,88.6,78.4,0.000,75,82.6,0.000,10.0,24.2
5,2025-10-07,88.6,78.4,0.035,77,82.5,0.035,9.4,22.1
5,2025-10-08,87.3,77.8,0.039,81,81.1,0.039,11.1,28.4
5,2025-10-09,82.4,76.9,0.098,83,79.7,0.098,12.7,27.7
5,2025-10-10,86.1,77.0,0.051,82,80.3,0.051,9.5,23.0
5,2025-10-11,86.4,76.1,0.268,86,80.1,0.268,9.3,22.1
5,2025-10-12,84.7,75.1,0.441,89,79.2,0.441,9.0,21.7
5,2025-10-13,87.9,76.6,0.154,86,81.1,0.154,8.1,20.1
5,2025-10-14,89.1,75.4,0.240,85,81.1,0.240,7.7,15.0
5,2025-10-15,91.2,75.7,0.039,86,81.3,0.039,7.1,17.7
5,2025-10-16,90.0,75.2,0.311,89,80.2,0.311,8.8,19.2
5,2025-10-17,89.0,75.9,0.268,87,80.2,0.268,8.7,22.4
5,2025-10-18,88.2,75.5,0.043,88,80.3,0.043,8.1,21.3
5,2025-10-19,89.2,75.6,0.173,87,80.3,0.173,6.9,20.4
5,2025-10-20,85.3,75.8,0.512,84,80.0,0.512,9.0,17.0
5,2025-10-21,87.9,75.7,0.378,84,80.0,0.378,10.9,25.1
5,2025-10-22,81.7,74.6,0.906,93,77.7,0.906,12.8,26.4
5,2025-10-23,84.5,74.8,0.488,93,78.0,0.488,6.4,17.4
5,2025-10-24,79.6,73.9,0.587,95,76.1,0.587,6.7,13.2
5,2025-10-25,83.8,75.2,0.035,89,78.6,0.035,5.9,15.2
5,2025-10-26,87.4,76.1,0.150,87,80.0,0.150,6.3,16.6
5,2025-10-27,89.2,76.4,0.000,80,81.1,0.000,9.5,21.3
5,2025-10-28,87.5,76.6,0.165,82,81.2,0.165,10.3,24.6
5,2025-10-29,82.4,75.6,0.260,91,78.4,0.260,10.7,24.6
5,2025-10-30,84.7,75.6,0.398,90,78.3,0.398,10.0,25.5
5,2025-10-31,84.5,75.8,0.110,87,79.7,0.110,10.2,23.5
5,2025-11-01,85.6,76.7,0.035,84,80.9,0.035,9.4,23.0
5,2025-11-02,85.7,74.1,0.516,87,79.5,0.516,10.4,21.7
5,2025-11-03,86.4,75.4,0.087,82,80.8,0.087,10.5,23.9
5,2025-11-04,87.9,77.0,0.024,77,82.1,0.024,9.0,21.3
5,2025-11-05,84.6,75.4,0.657,88,79.4,0.657,9.8,24.4
5,2025-11-06,84.6,75.3,0.799,91,78.2,0.799,12.2,30.2
5,2025-11-07,86.2,76.0,0.016,86,80.0,0.016,13.7,30.0
5,2025-11-08,84.2,75.7,0.260,86,80.0,0.260,10.5,25.5
5,2025-11-09,87.5,75.7,0.020,80,81.9,0.020,7.6,20.1
5,2025-11-10,87.0,76.4,0.035,84,80.7,0.035,9.7,23.3
5,2025-11-11,86.5,76.4,0.252,87,80.3,0.252,8.4,20.4
5,2025-11-12,87.9,73.3,0.154,90,78.7,0.154,5.9,17.2
5,2025-11-13,88.7,74.8,0.043,86,80.5,0.043,4.6,16.8
5,2025-11-14,87.4,73.9,0.051,88,78.9,0.051,5.0,14.3
5,2025-11-15,87.4,71.3,0.106,82,78.0,0.106,8.8,20.1
5,2025-11-16,88.6,72.3,0.000,75,79.8,0.000,9.4,17.2
5,2025-11-17,88.1,74.8,0.205,86,79.5,0.205,6.8,21.9
5,2025-11-18,82.5,74.1,0.075,90,77.7,0.075,6.3,18.6
5,2025-11-19,81.8,73.9,3.382,93,77.0,3.382,8.2,17.0
5,2025-11-20,77.3,73.6,1.358,97,74.8,1.358,9.3,18.6
5,2025-11-21,81.2,73.9,0.236,89,76.7,0.236,9.3,23.9
5,2025-11-22,79.7,74.1,0.528,95,76.0,0.528,7.9,16.6
5,2025-11-23,83.9,74.8,0.079,85,78.0,0.079,12.0,28.6
5,2025-11-24,79.3,74.7,0.307,94,76.9,0.307,9.2,17.7
5,2025-11-25,79.4,74.3,0.488,95,76.3,0.488,11.1,24.8
5,2025-11-26,85.3,74.6,0.031,83,78.8,0.031,12.4,25.7
5,2025-11-27,85.7,73.7,0.047,77,78.6,0.047,11.9,27.1
5,2025-11-28,87.0,70.9,0.000,73,77.7,0.000,9.7,21.9
5,2025-11-29,85.7,70.1,0.000,76,77.4,0.000,6.6,15.0
5,2025-11-30,86.7,70.4,0.000,78,78.2,0.000,7.4,17.2
5,2025-12-01,86.8,71.9,0.000,78,78.5,0.000,6.8,16.3
5,2025-12-02,86.8,69.4,0.000,77,78.3,0.000,7.2,17.7
5,2025-12-03,89.7,70.3,0.000,76,79.3,0.000,6.0,14.5
5,2025-12-04,89.4,73.0,0.150,81,80.5,0.150,5.5,14.8
5,2025-12-05,85.6,74.3,0.228,91,78.1,0.228,8.2,20.1
5,2025-12-06,88.3,73.9,0.028,81,79.9,0.028,11.4,28.0
5,2025-12-07,88.3,72.9,0.020,80,79.9,0.020,8.6,20.6
5,2025-12-08,88.4,73.3,0.000,76,79.8,0.000,9.8,23.9
5,2025-12-09,89.1,71.7,0.000,73,79.2,0.000,11.4,25.9
5,2025-12-10,89.2,71.9,0.000,72,79.9,0.000,8.1,19.9
5,2025-12-11,89.6,73.8,0.075,79,80.2,0.075,8.3,21.0
5,2025-12-12,84.2,73.9,0.484,87,78.3,0.484,7.6,14.8
5,2025-12-13,87.1,74.2,0.008,78,79.9,0.008,11.2,28.4
5,2025-12-14,89.9,74.2,0.008,77,80.8,0.008,11.3,27.3
5,2025-12-15,89.6,74.6,0.020,78,80.9,0.020,12.4,29.3
5,2025-12-16,88.6,74.4,0.059,80,80.3,0.059,10.0,25.5
5,2025-12-17,90.5,73.5,0.291,83,79.5,0.291,10.4,26.4
5,2025-12-18,91.0,72.9,0.110,83,79.5,0.110,8.9,23.0
5,2025-12-19,91.2,74.0,0.028,73,81.9,0.028,10.7,25.3
5,2025-12-20,91.0,73.7,0.020,71,81.8,0.020,8.2,23.3
5,2025-12-21,91.9,73.7,0.008,66,82.1,0.008,9.8,24.4
5,2025-12-22,93.7,73.1,0.000,66,82.2,0.000,8.8,21.5
5,2025-12-23,92.8,72.8,0.020,70,82.4,0.020,8.1,21.3
5,2025-12-24,94.2,73.1,0.000,67,83.1,0.000,8.0,17.2
5,2025-12-25,93.5,73.9,0.028,70,83.2,0.028,7.7,21.7
5,2025-12-26,89.0,74.4,0.728,87,78.5,0.728,12.7,33.1
5,2025-12-27,86.5,73.9,0.087,89,78.0,0.087,11.5,28.0
5,2025-12-28,87.8,73.6,0.106,87,78.7,0.106,11.8,25.9
5,2025-12-29,89.2,73.9,0.039,84,79.8,0.039,8.2,20.1
5,2025-12-30,89.4,74.0,0.028,79,81.0,0.028,5.2,14.5
5,2025-12-31,90.2,73.6,0.000,75,81.4,0.000,6.6,16.6
6,2025-01-01,78.7,71.5,0.063,80,74.3,0.063,10.1,25.1
6,2025-01-02,77.5,71.9,0.047,78,74.8,0.047,9.0,22.6
6,2025-01-03,78.7,72.4,0.043,80,75.1,0.043,10.8,26.8
6,2025-01-04,78.8,68.9,0.626,84,73.8,0.626,11.0,27.3
6,2025-01-05,76.6,70.7,0.248,77,74.3,0.248,13.9,33.6
6,2025-01-06,78.6,71.5,0.000,74,74.8,0.000,11.8,29.8
6,2025-01-07,78.0,70.9,0.016,77,74.6,0.016,9.3,23.5
6,2025-01-08,78.7,70.6,0.000,71,74.6,0.000,8.4,21.9
6,2025-01-09,79.8,71.1,0.000,73,75.6,0.000,7.8,20.6
6,2025-01-10,79.3,72.4,0.043,73,75.8,0.043,14.7,36.5
6,2025-01-11,77.3,72.3,0.126,71,75.1,0.126,16.9,40.3
6,2025-01-12,73.7,70.7,0.055,72,72.5,0.055,19.7,46.5
6,2025-01-13,75.9,70.6,0.016,71,72.9,0.016,14.4,33.8
6,2025-01-14,76.8,70.6,0.000,74,73.4,0.000,11.7,29.3
6,2025-01-15,77.7,69.8,0.138,81,74.2,0.138,13.8,34.4
6,2025-01-16,76.6,70.0,0.205,86,73.3,0.205,13.0,34.9
6,2025-01-17,78.7,71.6,0.031,77,74.6,0.031,17.7,42.7
6,2025-01-18,78.3,70.9,0.012,76,74.1,0.012,13.7,33.6
6,2025-01-19,78.7,71.5,0.000,77,74.8,0.000,9.5,23.7
6,2025-01-20,77.3,70.6,0.122,81,73.9,0.122,7.0,18.1
6,2025-01-21,78.3,70.7,0.028,79,74.8,0.028,8.8,22.6
6,2025-01-22,79.5,71.5,0.016,74,75.7,0.016,10.6,26.8
6,2025-01-23,79.6,71.9,0.043,79,75.1,0.043,9.8,25.3
6,2025-01-24,80.1,72.1,0.016,81,75.8,0.016,8.4,22.4
6,2025-01-25,79.2,72.4,0.063,83,75.5,0.063,7.1,20.8
6,2025-01-26,78.5,72.6,0.122,81,75.7,0.122,11.0,24.8
6,2025-01-27,81.9,71.9,0.130,76,75.4,0.130,14.7,36.0
6,2025-01-28,78.6,69.7,0.205,82,73.4,0.205,13.2,32.9
6,2025-01-29,78.6,70.3,0.035,70,74.9,0.035,14.8,35.6
6,2025-01-30,79.3,69.7,0.000,61,74.7,0.000,10.0,25.7
6,2025-01-31,79.9,70.2,0.000,62,74.5,0.000,7.2,19.9
6,2025-02-01,80.1,69.4,0.000,68,74.0,0.000,5.3,16.3
6,2025-02-02,80.6,68.9,0.000,74,74.1,0.000,3.2,12.1
6,2025-02-03,80.4,70.1,0.000,72,75.9,0.000,8.4,22.1
6,2025-02-04,79.5,71.7,0.075,76,75.6,0.075,13.4,33.3
6,2025-02-05,79.9,71.6,0.020,75,75.5,0.020,10.2,26.4
6,2025-02-06,79.1,71.9,0.051,78,75.2,0.051,8.9,23.3
6,2025-02-07,80.5,72.4,0.000,74,75.7,0.000,8.8,23.3
6,2025-02-08,80.1,71.2,0.071,79,74.6,0.071,11.3,28.0
6,2025-02-09,79.6,71.5,0.079,73,75.1,0.079,12.5,31.3
6,2025-02-10,81.4,70.7,0.000,67,75.9,0.000,9.8,24.4
6,2025-02-11,81.5,71.1,0.000,68,75.7,0.000,6.6,17.9
6,2025-02-12,81.6,71.9,0.004,72,76.0,0.004,5.2,14.3
6,2025-02-13,81.3,72.3,0.020,78,76.7,0.020,6.9,19.9
6,2025-02-14,81.3,72.7,0.043,78,76.7,0.043,7.3,20.4
6,2025-02-15,83.9,71.5,0.000,75,77.2,0.000,5.3,13.9
6,2025-02-16,84.4,71.8,0.004,75,77.8,0.004,7.5,18.3
6,2025-02-17,81.1,74.8,0.039,73,77.5,0.039,11.5,28.4
6,2025-02-18,82.3,72.6,0.024,69,77.8,0.024,11.3,29.3
6,2025-02-19,79.5,72.4,0.165,76,76.1,0.165,13.0,31.5
6,2025-02-20,79.9,70.5,0.272,81,75.0,0.272,15.0,38.3
6,2025-02-21,78.2,70.7,0.094,79,75.6,0.094,12.8,32.0
6,2025-02-22,79.8,72.1,0.260,83,74.8,0.260,12.0,31.3
6,2025-02-23,76.8,70.1,1.028,92,72.5,1.028,12.7,31.5
6,2025-02-24,72.5,70.2,1.933,95,71.2,1.933,18.9,45.9
6,2025-02-25,76.1,68.4,0.618,86,73.7,0.618,14.9,39.4
6,2025-02-26,77.5,69.9,0.165,87,74.0,0.165,13.0,44.3
6,2025-02-27,79.4,74.2,0.114,80,76.2,0.114,13.8,34.2
6,2025-02-28,79.6,73.5,0.016,81,76.3,0.016,11.2,28.2
6,2025-03-01,79.6,72.1,0.039,81,75.6,0.039,10.6,26.8
6,2025-03-02,80.2,72.6,0.000,78,76.5,0.000,9.4,23.7
6,2025-03-03,79.9,71.3,0.024,79,75.7,0.024,7.7,20.4
6,2025-03-04,79.1,72.1,0.000,78,75.1,0.000,7.0,19.0
6,2025-03-05,81.7,72.5,0.000,78,76.4,0.000,4.8,13.4
6,2025-03-06,82.6,73.8,0.012,80,77.5,0.012,6.3,16.1
6,2025-03-07,80.9,71.7,0.201,80,76.9,0.201,10.9,27.1
6,2025-03-08,80.4,71.5,0.224,82,76.2,0.224,14.8,35.3
6,2025-03-09,78.7,70.4,0.205,85,75.8,0.205,11.8,29.1
6,2025-03-10,79.6,71.4,0.232,85,76.0,0.232,13.6,37.4
6,2025-03-11,79.4,72.7,0.106,84,76.7,0.106,9.2,25.9
6,2025-03-12,81.2,74.7,0.079,79,77.7,0.079,8.1,20.6
6,2025-03-13,80.4,74.3,0.047,79,77.2,0.047,11.6,30.0
6,2025-03-14,81.4,74.1,0.000,77,77.3,0.000,9.3,24.4
6,2025-03-15,81.3,73.4,0.004,80,77.0,0.004,8.6,22.8
6,2025-03-16,82.6,74.2,0.000,76,77.6,0.000,6.5,16.8
6,2025-03-17,81.9,75.3,0.146,78,77.8,0.146,10.3,25.9
6,2025-03-18,79.3,71.9,0.087,83,76.2,0.087,11.7,28.6
6,2025-03-19,77.8,70.7,0.421,89,73.5,0.421,9.5,26.6
6,2025-03-20,81.2,72.7,0.079,72,77.0,0.079,15.9,39.1
6,2025-03-21,80.5,73.7,0.051,71,77.3,0.051,10.7,26.4
6,2025-03-22,81.5,72.4,0.028,75,77.4,0.028,10.8,26.8
6,2025-03-23,80.9,71.9,0.051,81,76.3,0.051,7.1,19.0
6,2025-03-24,82.1,73.0,0.016,77,76.9,0.016,5.8,16.8
6,2025-03-25,83.9,73.7,0.000,75,78.1,0.000,5.5,14.8
6,2025-03-26,83.3,74.2,0.043,78,78.0,0.043,6.9,15.7
6,2025-03-27,83.2,74.8,0.055,76,78.7,0.055,6.1,15.9
6,2025-03-28,84.2,76.0,0.012,71,79.1,0.012,10.1,25.7
6,2025-03-29,83.9,75.3,0.028,74,79.4,0.028,7.3,18.3
6,2025-03-30,83.6,75.8,0.000,71,78.8,0.000,9.3,24.6
6,2025-03-31,83.5,72.7,0.047,73,78.5,0.047,9.8,24.8
6,2025-04-01,80.0,72.4,0.169,83,76.1,0.169,8.1,21.5
6,2025-04-02,79.9,71.8,0.921,90,74.2,0.921,14.7,34.0
6,2025-04-03,78.2,73.7,0.236,84,76.0,0.236,18.0,42.5
6,2025-04-04,81.4,74.5,0.000,77,78.0,0.000,11.9,30.0
6,2025-04-05,80.6,75.4,0.075,78,77.6,0.075,9.7,24.4
6,2025-04-06,81.5,74.8,0.063,79,77.8,0.063,9.3,23.9
6,2025-04-07,81.8,74.6,0.000,76,77.9,0.000,12.6,31.8
6,2025-04-08,81.8,75.1,0.000,75,78.3,0.000,11.1,28.0
6,2025-04-09,81.8,72.9,0.075,77,78.2,0.075,8.2,21.5
6,2025-04-10,82.7,74.1,0.059,80,78.1,0.059,5.4,15.9
6,2025-04-11,83.5,72.0,0.417,84,76.8,0.417,6.4,19.2
6,2025-04-12,83.6,73.9,0.008,77,79.1,0.008,8.5,22.1
6,2025-04-13,85.8,73.7,0.091,76,79.8,0.091,6.9,15.9
6,2025-04-14,83.9,75.8,0.012,76,79.4,0.012,10.5,26.6
6,2025-04-15,82.1,72.0,0.744,84,76.5,0.744,12.2,31.8
6,2025-04-16,79.6,73.9,0.031,84,76.4,0.031,7.5,17.9
6,2025-04-17,81.9,73.9,0.496,88,76.6,0.496,5.4,12.5
6,2025-04-18,83.4,73.1,0.252,86,77.6,0.252,6.1,16.8
6,2025-04-19,82.1,74.4,0.197,85,77.5,0.197,5.2,16.1
6,2025-04-20,82.6,73.6,0.118,80,78.3,0.118,8.1,21.0
6,2025-04-21,85.0,76.0,0.000,68,80.4,0.000,9.4,24.8
6,2025-04-22,84.8,74.9,0.012,72,80.1,0.012,9.5,25.1
6,2025-04-23,85.0,74.2,0.016,78,78.9,0.016,7.4,17.7
6,2025-04-24,86.8,73.3,0.146,78,78.5,0.146,8.9,20.4
6,2025-04-25,86.0,75.0,0.028,78,79.7,0.028,7.1,16.3
6,2025-04-26,84.9,75.5,0.016,76,79.6,0.016,9.3,23.7
6,2025-04-27,83.1,72.9,0.091,76,78.7,0.091,9.1,24.2
6,2025-04-28,85.0,74.4,0.028,77,78.7,0.028,8.1,22.8
6,2025-04-29,87.4,76.4,0.004,61,81.7,0.004,7.8,21.5
6,2025-04-30,86.4,77.2,0.008,65,82.0,0.008,8.4,24.2
6,2025-05-01,86.8,76.4,0.047,69,81.3,0.047,7.9,22.1
6,2025-05-02,86.7,73.0,0.122,72,80.0,0.122,7.5,20.6
6,2025-05-03,82.5,74.2,0.067,83,76.7,0.067,6.8,19.9
6,2025-05-04,81.4,73.5,0.366,86,76.4,0.366,7.5,21.0
6,2025-05-05,83.9,72.4,0.390,85,76.8,0.390,6.3,15.0
6,2025-05-06,84.3,73.5,0.299,84,77.1,0.299,9.2,22.1
6,2025-05-07,84.9,73.9,0.142,77,79.0,0.142,11.6,32.2
6,2025-05-08,87.2,74.9,0.031,78,79.1,0.031,10.4,27.5
6,2025-05-09,88.5,73.1,0.169,76,80.0,0.169,7.7,20.4
6,2025-05-10,82.3,74.2,0.287,87,77.0,0.287,10.0,25.3
6,2025-05-11,79.4,73.0,0.315,90,75.8,0.315,8.3,19.7
6,2025-05-12,80.6,73.7,0.693,87,76.4,0.693,8.0,21.9
6,2025-05-13,83.3,73.0,0.232,85,77.3,0.232,8.7,24.4
6,2025-05-14,79.7,72.6,0.339,87,76.5,0.339,10.4,27.3
6,2025-05-15,81.1,72.9,0.504,89,76.3,0.504,11.9,29.1
6,2025-05-16,79.2,74.5,0.236,88,76.7,0.236,9.9,26.2
6,2025-05-17,80.0,73.8,0.480,87,77.0,0.480,8.9,21.9
6,2025-05-18,80.3,74.2,0.185,86,77.3,0.185,7.0,16.6
6,2025-05-19,81.8,72.8,0.134,85,77.9,0.134,5.7,15.4
6,2025-05-20,80.2,74.1,0.114,83,77.8,0.114,5.7,15.7
6,2025-05-21,80.5,74.4,0.209,88,77.4,0.209,9.5,25.1
6,2025-05-22,80.5,73.3,0.134,85,77.5,0.134,7.6,20.8
6,2025-05-23,80.9,76.2,0.051,81,78.0,0.051,13.4,32.4
6,2025-05-24,76.5,72.9,0.496,93,74.8,0.496,9.8,23.7
6,2025-05-25,79.0,72.4,0.177,81,76.5,0.177,13.9,37.1
6,2025-05-26,81.4,72.5,0.075,85,76.9,0.075,8.2,22.4
6,2025-05-27,81.9,75.5,0.012,82,78.3,0.012,9.1,24.4
6,2025-05-28,85.2,74.8,0.228,78,79.5,0.228,7.2,16.8
6,2025-05-29,84.9,77.7,0.008,74,80.8,0.008,11.9,30.9
6,2025-05-30,84.8,77.1,0.012,77,79.9,0.012,7.7,23.3
6,2025-05-31,86.4,78.0,0.016,74,81.0,0.016,8.5,22.8
6,2025-06-01,89.9,75.2,0.083,75,80.5,0.083,9.9,28.6
6,2025-06-02,87.1,76.0,0.071,74,80.7,0.071,11.4,32.7
6,2025-06-03,84.6,75.4,0.055,81,78.5,0.055,10.8,30.4
6,2025-06-04,84.4,75.3,0.236,81,78.1,0.236,12.8,31.5
6,2025-06-05,84.0,74.5,0.024,80,77.9,0.024,12.3,30.4
